Ref,Val,Package,PosX,PosY,Rot,Side
"C97","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",78.300000,-92.200000,180.000000,bottom
"C98","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",74.900000,-99.650000,0.000000,bottom
"C99","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",74.450000,-104.600000,0.000000,bottom
"C100","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",99.300000,-132.800000,0.000000,bottom
"C101","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",100.000000,-137.950000,180.000000,bottom
"C102","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",109.850000,-85.900000,180.000000,bottom
"C103","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",120.400000,-76.100000,-90.000000,bottom
"C104","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",122.750000,-112.400000,-90.000000,bottom
"C105","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",125.500000,-99.100000,-90.000000,bottom
"C106","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",109.900000,-129.600000,180.000000,bottom
"C107","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",123.850000,-121.100000,180.000000,bottom
"C108","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",120.600000,-139.750000,180.000000,bottom
"C109","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",120.400000,-118.850000,180.000000,bottom
"C110","22nF","C_0603_1608Metric_Pad1.08x0.95mm_HandSolder",76.950000,-62.600000,0.000000,bottom
"C111","22nF","C_0603_1608Metric_Pad1.08x0.95mm_HandSolder",78.500000,-95.550000,180.000000,bottom
"C112","22nF","C_0603_1608Metric_Pad1.08x0.95mm_HandSolder",71.750000,-102.300000,90.000000,bottom
"C113","22nF","C_0603_1608Metric_Pad1.08x0.95mm_HandSolder",96.150000,-137.500000,0.000000,bottom
"C114","100nF","C_0603_1608Metric",127.400000,-102.700000,0.000000,bottom
"C115","100nF","C_0603_1608Metric",130.100000,-104.100000,-90.000000,bottom
"C116","100nF","C_0603_1608Metric",124.350000,-119.100000,180.000000,bottom
"C117","100nF","C_0603_1608Metric",127.400000,-121.950000,0.000000,bottom
"C118","100nF","C_0603_1608Metric",120.950000,-146.650000,180.000000,bottom
"C119","100nF","C_0603_1608Metric",120.950000,-148.200000,0.000000,bottom
"C120","100nF","C_0603_1608Metric",115.950000,-55.250000,90.000000,bottom
"C121","100nF","C_0603_1608Metric",105.300000,-54.300000,180.000000,bottom
"C122","100nF","C_0603_1608Metric",112.150000,-59.750000,180.000000,bottom
"D1","BAT54S","SOT-23",104.400000,-48.900000,-90.000000,bottom
"D2","BAT54S","SOT-23",86.850000,-48.600000,-90.000000,bottom
"D3","BAT54J","D_SOD-323F",105.050000,-58.050000,180.000000,bottom
"D5","BAT54S","SOT-23",50.500000,-91.950000,0.000000,bottom
"D6","BAT54S","SOT-23",50.500000,-113.950000,0.000000,bottom
"D7","BAT54S","SOT-23",50.300000,-135.850000,0.000000,bottom
"D8","BAT54J","D_SOD-323F",101.500000,-55.950000,0.000000,bottom
"D9","BAT54S","SOT-23",50.600000,-70.000000,0.000000,bottom
"D13","BAT54S","SOT-23",55.450000,-49.500000,90.000000,bottom
"D15","1N4148","D_SOD-123",48.150000,-46.900000,90.000000,bottom
"D17","BAT54S","SOT-23",129.000000,-68.300000,0.000000,bottom
"D18","BAT54S","SOT-23",129.000000,-116.250000,90.000000,bottom
"D19","BAT54S","SOT-23",132.650000,-88.950000,90.000000,bottom
"D20","BAT54S","SOT-23",132.900000,-119.750000,-90.000000,bottom
"D21","BAT54S","SOT-23",132.850000,-44.100000,0.000000,bottom
"D31","BAT54J","D_SOD-323F",109.500000,-120.400000,-90.000000,bottom
"D32","BAT54J","D_SOD-323F",102.300000,-73.600000,180.000000,bottom
"D33","BAT54J","D_SOD-323F",115.750000,-119.000000,180.000000,bottom
"D34","BAT54J","D_SOD-323F",116.100000,-74.600000,180.000000,bottom
"D35","BAT54J","D_SOD-323F",105.200000,-96.600000,180.000000,bottom
"D36","BAT54J","D_SOD-323F",100.900000,-140.600000,-90.000000,bottom
"D37","BAT54J","D_SOD-323F",111.150000,-101.350000,90.000000,bottom
"D38","BAT54J","D_SOD-323F",114.000000,-145.200000,0.000000,bottom
"J6","2x5 Header","PinHeader_2x05_P2.54mm_Vertical_SMD",95.600000,-46.225000,90.000000,bottom
"J13","Conn_01x02_Male","PinHeader_1x02_P2.54mm_Vertical",78.850000,-112.900000,0.000000,bottom
"Q2","MMBT3904","SOT-23",42.125000,-45.100000,-90.000000,bottom
"Q3","MMBT3906","SOT-23",52.825000,-54.325000,180.000000,bottom
"R1","510","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",48.500000,-87.150000,180.000000,bottom
"R2","510","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",48.550000,-131.200000,180.000000,bottom
"R3","510","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",45.000000,-66.900000,180.000000,bottom
"R4","510","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",48.500000,-109.200000,180.000000,bottom
"R5","10K","R_0603_1608Metric",120.050000,-59.200000,180.000000,bottom
"R6","10K","R_0603_1608Metric",120.050000,-60.950000,180.000000,bottom
"R7","10K","R_0603_1608Metric",120.050000,-62.550000,180.000000,bottom
"R8","10K","R_0603_1608Metric",120.050000,-64.100000,180.000000,bottom
"R9","10K","R_0603_1608Metric",53.225000,-46.775000,180.000000,bottom
"R10","10K .1%","R_0603_1608Metric",131.650000,-62.900000,-90.000000,bottom
"R11","100K","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",63.400000,-44.425000,90.000000,bottom
"R12","2K","R_0603_1608Metric",66.000000,-50.400000,90.000000,bottom
